,hashtag,count,candidate,sentiment
36068,notwithhillary,23,hillary,neg
36077,alohahillary,23,hillary,
36082,caucasforcruz,23,cruz,pos
36085,bandonaldtrump,23,trump,
36090,trumpmyths,23,trump,
36108,gohomekasich,23,kasich,
36112,gosanders,23,sanders,
36114,marcorubiocubancitizen,23,rubio,
36116,thestupiditberns,23,bern,
36117,rubionoshow,23,rubio,
36118,trumpinks,23,trump,
36126,feelthebernhillary,23,bern,
36137,killtrump,23,trump,
36143,bernstrong,23,bern,
36161,mo4bernie,23,bern,pos
36166,gotvbernie,23,bern,
36167,vets4trump2016,23,trump,pos
36168,lesbians4hillary,23,hillary,pos
36169,disavowcruz,23,cruz,
36173,trumpsupport,23,trump,
36177,rubiogay,23,rubio,
36179,trumpuniveristy,23,trump,
36183,berniesandersforpotus,23,sanders,pos
36190,littlemarcorubiodoes,23,rubio,
36194,nohypehillary,23,hillary,
36195,absolutelytrumpwave,23,trump,
36198,saynotoshillary,23,hillary,neg
36206,allin4hillary,23,hillary,pos
36226,trumplestilskin,23,trump,
36246,supertuesdaytrumptakedown,23,trump,
36260,scteamkasich,23,kasich,pos
36268,trumpwillcrushcruz,23,cruz,
36288,berniefacebook,23,bern,
36290,jebbers,23,jeb,
36291,trumpisafool,23,trump,
36303,trumpnocchio,23,trump,
36312,berniefightsforus,23,bern,pos
36314,proudtrumpservative,23,trump,
36316,ducktrump,23,trump,neg
36322,feelthebernfl,23,bern,
36340,berniesnl,23,bern,
36371,voteforbernie2016,22,bern,pos
36407,trumpinstagram,22,trump,
36424,unitetodefeathillary,22,hillary,pos
36425,latinosporbernie,22,bern,
36426,flfortrump,22,trump,pos
36430,cruzboat,22,cruz,
36433,cruzcrewunited,22,cruz,pos
36435,deionsanders,22,sanders,
36448,youcruzyouloose,22,cruz,
36466,cruzloses,22,cruz,
36472,whatdidhillarysay,22,hillary,
36480,bernafterreading,22,bern,
36489,hillaryclintonforjail2016,22,clinton,pos
36495,hawkishhillary,22,hillary,
36524,coribush,22,bush,
36531,trusthillary,22,hillary,
36560,therealhillaryclinton,22,clinton,
36567,trumprally4vets,22,trump,pos
36592,notatrump,22,trump,neg
36596,trumpcat,22,trump,
36604,vote_trump2016,22,trump,pos
36608,hillaryunites,22,hillary,pos
36625,mediasohillary,22,hillary,
36631,trumpcruzrubiobetterhrc,22,rubio,
36640,hillaryiswallst,22,hillary,
36642,icethebern,22,bern,
36663,moretruthfulthanhillary,22,hillary,
36674,votingtrump16,22,trump,
36677,trump4americancitizens,22,trump,pos
36684,rockfortrump,22,trump,pos
36686,dontbernthatpancake,22,bern,
36690,dontmesswithhillary,22,hillary,
36692,bernieforthefuture,22,bern,pos
36703,berniesnoobama,22,bern,
36717,belfastmainefortrump2016,22,trump,pos
36719,boyrubio,22,rubio,
36720,cruztheliar,22,cruz,
36721,clowntrump,22,trump,
36722,bush2,22,bush,
36723,rubiotrash,22,rubio,
36725,sandersdeception,22,sanders,
36736,askaberner,22,bern,
36746,al4bernie,22,bern,pos
36747,cruzfakechristianity,22,cruz,
36753,everyhillary,22,hillary,
36756,trumpgrammar,22,trump,
36772,goodbyerubio,22,rubio,
36781,bernerlogic,22,bern,
36786,carsonsfault,22,carson,
36788,talkaboutbernie,22,bern,
36794,trumptank,22,trump,
36795,trumpthechameleon,22,trump,
36797,ourmantrump,22,trump,
36802,berniesfinger,22,bern,
36805,berndownthehouse,22,bern,
36822,cruzlogic,22,cruz,
36829,cruzdaytuesday,22,cruz,
36830,paforbernie,22,bern,pos
36844,berniesemptypromises,22,bern,
36847,hillary4potus2016,22,hillary,pos
36864,truetrump,22,trump,
36882,socialistsanders,22,sanders,
36883,hillarycorruption,22,hillary,
36884,clintonspeeches,22,clinton,
36892,berniesandershat,22,sanders,
36898,laforbernie,22,bern,pos
36899,clintoncrooks,22,clinton,
36902,berniefever,22,bern,
36911,sanders20,22,sanders,
36921,bushlies,22,bush,
36943,weareberniesanderstsunami,22,sanders,
36955,hillaryad,22,hillary,
36956,americaisgreattrumpishate,22,trump,
36958,bernardsanders,22,sanders,
36967,clintonmoxam,22,clinton,
36972,californiafortrump,22,trump,pos
36975,cruzwin,22,cruz,pos
36982,march15forbernie,22,bern,pos
36990,americawinswhenhillarywins,22,hillary,pos
37003,trumpbully,22,trump,
37006,kochwantsthebern,22,bern,
37008,clintonesque,22,clinton,
37009,teannatrump,22,trump,
37012,novote4hillary,22,hillary,pos
37032,philthebern,22,bern,
37038,savorthebern,22,bern,
37041,berniestans,22,bern,
37042,trumpisfortrump,22,trump,pos
37052,trumpsaturdays,22,trump,
37058,bernieboy,22,bern,
37059,trump666,22,trump,
37062,heartbreakhillary,22,hillary,
37075,trumpboat,22,trump,
37079,hispanderinghillary,22,hillary,
37082,trumpthebully,22,trump,
37088,vegansforbernie,22,bern,pos
37095,trumpracism,22,trump,
37099,rubioo,22,rubio,
37102,marcothememorizer,22,marco,
37106,nevertrumpcruz,22,cruz,neg
37108,weekendswithbernie,22,bern,
37111,seky4bernie,22,bern,pos
37116,wholetruthhillary,22,hillary,
37117,werenotkiddinghillary,22,hillary,neg
37135,dumpchumptrump,22,trump,neg
37136,votecruznv,22,cruz,pos
37140,donaldhitlertrump,22,trump,
37145,doublestandardforhillary,22,hillary,pos
37158,cruzcrewnj,22,cruz,pos
37172,socialistbernie,22,bern,
37181,berniepervie,22,bern,
37183,expats4bernie,22,bern,pos
37190,msnbclinton,22,clinton,
37200,punchthetrump,22,trump,
37201,breathetrump,22,trump,
37205,blackhillary,22,hillary,
37211,votingtrumponly,22,trump,
37226,trumpscum,22,trump,
37234,hiphopfortrump,22,trump,pos
37240,45trump,22,trump,pos
37248,cruzdeceives,22,cruz,
37250,womenlovebernie,22,bern,pos
37272,votedfortedcruz,22,cruz,pos
37280,donaldtrumptweets,22,trump,
37297,dontchadonbern,22,bern,
37299,trumpyourfired,22,trump,
37303,rubiosellout,22,rubio,
37311,fuckbush,22,bush,
37318,everybodyhateshillary,22,hillary,
37323,trump016,22,trump,
37329,adastrapermarco,22,marco,
37330,repealcruziowavote,22,cruz,pos
37359,whatisdonaldtrumphiding,22,trump,
37361,rubicruz,22,cruz,
37363,trumpftw,22,trump,
37382,berniebeatsgop,22,bern,
37384,nevermarcorubio,22,rubio,neg
37400,seattleforbernie,22,bern,pos
37402,trumpsmash,22,trump,
37413,fightfortrump,22,trump,pos
37422,neil_bush,22,bush,
37429,everyonelovestrump,22,trump,pos
37430,whinertrump,22,trump,
37438,huck4trump,22,trump,pos
37442,trump4ms,22,trump,pos
37445,christietrump,22,christie,
37446,fortrump,22,trump,pos
37456,thinkmarco,21,marco,
37459,trumptrump2016,21,trump,pos
37485,trumpis4trump,21,trump,pos
37493,quitjeb,21,jeb,
37498,gohomemarco,21,marco,
37508,carnivalcruz,21,cruz,
37533,feellthebern,21,bern,
37535,trump_s,21,trump,
37537,hillaryandkids,21,hillary,
37542,berniesodangerous,21,bern,
37561,bernmachinechallenge,21,bern,
37570,women4berniemeetups,21,bern,pos
37571,mrsbillclinton,21,clinton,
37573,libertariansforbernie,21,bern,pos
37574,iowavotetrump,21,trump,pos
37579,trumpfortruth,21,trump,pos
37580,rubiopride,21,rubio,
37603,sometimestrump,21,trump,
37612,movinglikebernie,21,bern,
37615,realdonaldtrump4carbontaxes,21,trump,pos
37622,bernieisourobiwan,21,bern,
37627,nottrumppreferably,21,trump,neg
37628,carsonnotout,21,carson,neg
37633,trumpiskuato,21,trump,
37642,stoplyinghillary,21,hillary,neg
37644,backtrumpanyway,21,trump,
37646,fuckhilaryclinton,21,clinton,
37649,cruzcrewlies,21,cruz,pos
37652,meltdownrubio,21,rubio,
37659,cruzunseal,21,cruz,
37663,santacruzsentinel,21,cruz,
37666,rallyforbernie,21,bern,pos
37667,cruztsunami,21,cruz,
37670,kentuckyforbernie,21,bern,pos
37677,cruzholes,21,cruz,
37689,wheresthebern,21,bern,
37700,potussanders,21,sanders,
37703,vote2bern1,21,bern,pos
37706,realhillary,21,hillary,
37711,2016trump,21,trump,pos
37720,educateatrumpkin,21,trump,
37725,trumpisnotmyamerica,21,trump,neg
37732,brotherbernie,21,bern,
37735,fakefaithtedcruz,21,cruz,
37740,tinytrump,21,trump,
37749,creepykasich,21,kasich,neg
37757,handcuffsforhillary,21,hillary,pos
37761,rubiowins,21,rubio,pos
37767,hillaryandbernie,21,bern,
37771,cnntrumpslander,21,trump,
37776,passionateforhillary,21,hillary,pos
37781,ihatedonaldtrump,21,trump,
37822,trump_outside_the_white_house,21,trump,
37824,dertrumpenfuehrer,21,trump,
37830,juststopjeb,21,jeb,neg
37834,trumpdupes,21,trump,
37869,whoistedcruz,21,cruz,
37887,trumpslap,21,trump,
37891,fightliketrump,21,trump,
37892,betterbusinessbureautrumpuniversity,21,trump,
37904,clintonhypocrisy,21,clinton,
37907,marcomondale,21,marco,
37909,cruzader,21,cruz,
37938,berniesandersandus2016,21,sanders,pos
37939,demdebatewithbernie,21,bern,
37954,whentrumpwins,21,trump,pos
37960,trumphotellasvegas,21,trump,
37962,bernie4sc,21,bern,pos
37965,patriotictrump,21,trump,
37969,henrykissingerforhillary2016,21,hillary,pos
37972,nevetrump,21,trump,
37979,donaldducktrump,21,trump,neg
37989,endorsethebern,21,bern,
38002,hiliaryclinton,21,clinton,
38013,lnkfeelsthebern,21,bern,
38025,gopstuckwithtrump,21,trump,
38026,hillaryworld,21,hillary,
38027,nowayhillary,21,hillary,
38036,getoutthevoteforbernie,21,bern,pos
38058,putoutthebern,21,bern,
38083,cruzporn,21,cruz,
38085,outsidercruz,21,cruz,
38086,trump4thepeople,21,trump,pos
38089,trumpsbitch,21,trump,
38099,lyingandbernin,21,bern,
38101,berniesanderspotus2016,21,sanders,pos
38102,thankyoumrtrump,21,trump,
38114,hillarythehypocrite,21,hillary,
38121,youmightbetrump,21,trump,
38148,marcologic,21,marco,
38155,trumptour,21,trump,
38162,firewallberningdown,21,bern,
38166,berniesandersnjkickoff,21,sanders,
38170,feeltthebern,21,bern,
38173,mn4cruz,21,cruz,pos
38181,trumpgotschlonged,21,trump,
38188,feelzthebern,21,bern,
38210,cruziscanadian,21,cruz,
38214,trumppresser,21,trump,
38223,denverforbernie,21,bern,pos
38225,newjobsforhillarysstaff,21,hillary,pos
38233,hillaryvwant,21,hillary,
38242,wtftrump,21,trump,
38243,berniewoniowa,21,bern,
38246,notmyhillary,21,hillary,neg
38250,christians4bernie,21,bern,pos
38253,hillaryinatlanta,21,hillary,
38257,nj4trump,21,trump,pos
38265,dumpadolftrump,21,trump,neg
38269,gangof8rubio,21,rubio,
38270,cruziskevin,21,cruz,
38279,hillary2k16,21,hillary,
38286,christiansforcarson,21,carson,pos
38290,trumpjupiter,21,trump,
38297,truebluebernie,21,bern,
38325,votetrumpiowa,21,trump,pos
38329,bernieboys,21,bern,
38331,traitorhillary,21,hillary,
38337,dumpchristie,21,christie,neg
38339,whywelovethebern,21,bern,pos
38346,trumptheliar,21,trump,
38364,onlykasichcan,21,kasich,
38365,voteagainsttrump,21,trump,pos
38376,trumpwillwinnh,21,trump,pos
38379,therealtedcruz,21,cruz,
38381,cruzisasnakebeacuse,21,cruz,
38382,trump20016,21,trump,
38383,gays4trump,21,trump,pos
38388,berndownwallstreet,21,bern,
38395,trumpinacademia,21,trump,
38396,sneakysnakecruz,21,cruz,
38402,trumporliberace,21,trump,
38415,christielies,21,christie,
38427,tedcruzneck,21,cruz,
38434,msntrump,21,trump,
38446,trumpservatives,21,trump,
38447,neversaynevertrump,21,trump,neg
38452,trumpjokes,21,trump,
38472,trumptrance,21,trump,
38476,trumpreich,21,trump,
38481,legalbern,21,bern,
38490,crankybernie,21,bern,
38492,hillaryshonduras,21,hillary,
38507,prforsanders,21,sanders,pos
38527,millennialsforhillaryfeb1,21,hillary,pos
38528,trumptheloser,21,trump,neg
38534,donaldtrumpsmobties,21,trump,
38561,tedcruzwins,21,cruz,pos
38568,bencarsonvotes,21,carson,pos
38571,majorsattrumpu,21,trump,
38573,marcolepsey,21,marco,
38585,bushbrothers,21,bush,
38591,unstoppabletrump,21,trump,neg
38600,trumpthug,21,trump,
38616,votetrump4florida,21,trump,pos
38631,cruzforscotus,21,cruz,pos
38637,chooscruz,21,cruz,
38638,rejecttrump,21,trump,
38640,cruzcartel,21,cruz,
38641,donadtrump,21,trump,
38655,jeborah,20,jeb,
38659,marcorubios,20,rubio,
38664,presidenttrump45,20,trump,pos
38675,trumpunitingall,20,trump,
38681,workersfortrump,20,trump,pos
38689,positiveforcruz,20,cruz,pos
38691,millenialsforhillaryclinton,20,clinton,pos
38697,chicanas4hillary,20,hillary,pos
38699,jebchristie,20,christie,
38716,voteinbernievoteoutcongress,20,bern,pos
38736,berniesellingfiction,20,bern,
38743,bernieforbernie,20,bern,pos
38746,massachusettsfortrump,20,trump,pos
38760,twowordbernie,20,bern,
38763,africanamericansforhillary,20,hillary,pos
38769,berniedenver,20,bern,
38775,rubioureagan,20,rubio,
38780,bernedtoastbernie,20,bern,
38783,trumpexpress,20,trump,
38797,sanderssuckers,20,sanders,
38815,berniecointoss,20,bern,
38835,berniestron,20,bern,
38839,bernierumania,20,bern,
38843,fightingtrump,20,trump,
38857,ncforcruz,20,cruz,pos
38869,depptrump,20,trump,
38872,ttrump,20,trump,
38888,waitingforhillary,20,hillary,pos
38923,saveusfromtrump,20,trump,
38929,hillaryisourvoice,20,hillary,
38944,berniesroadshow,20,bern,
38949,berniethesocialist,20,bern,
38959,donaldtrumpracist,20,trump,
38960,txsufeelsthebern,20,bern,
38965,trumpshare,20,trump,
38966,berniehusband,20,bern,
38971,rubiocompany,20,rubio,
38972,nohillaryever,20,hillary,
38976,austinforbernie,20,bern,pos
38988,votetrumplandslide,20,trump,pos
39017,trumpist,20,trump,
39025,vaformarco,20,marco,pos
39042,hillary4idaho,20,hillary,pos
39043,sc4rubio,20,rubio,pos
39048,bernie016,20,bern,
39059,cruz2024,20,cruz,pos
39073,cruzpaul2016,20,cruz,pos
39076,bushforbernie,20,bush,pos
39084,votetrumpvt,20,trump,pos
39091,hillaryismyhero,20,hillary,
39104,hillary4jail2016,20,hillary,pos
39105,needcruz,20,cruz,
39106,theresalittletrumpbuilding,20,trump,
39112,tminustrump,20,trump,
39136,madworldoftrump,20,trump,
39138,republicanhillary,20,hillary,
39143,aa4bernie,20,bern,pos
39144,berniedad,20,bern,
39151,carsononcnn,20,carson,
39154,ar4trump,20,trump,pos
39169,trumpocolypse,20,trump,
39170,meltingmarco,20,marco,
39173,bestthingabouttrump,20,trump,
39193,trumpshill,20,trump,
39198,trumpcabinet,20,trump,
39199,vt4cruz,20,cruz,pos
39225,berniefriends,20,bern,
39234,berniethebomber,20,bern,
39240,gilliardforbernie,20,bern,pos
39249,sleazytrump,20,trump,
39251,teflontrump,20,trump,
39275,votersunitewithtrumpforamerica,20,trump,pos
39281,bernieinms,20,bern,
39284,time4trump,20,trump,pos
39292,latinafortrump,20,trump,pos
39297,teamhillary2016,20,hillary,pos
39317,hillaryclinton4prison2016,20,clinton,neg
39322,ny4bernie,20,bern,pos
39332,trumpkasich,20,kasich,
39347,liarclinton,20,clinton,
39352,flipparyclinton,20,clinton,
39362,dropoutkasichcarson,20,kasich,neg
39372,hillaryinia,20,hillary,
39383,dropoutbush,20,bush,neg
39387,hillarywinning,20,hillary,pos
39390,trumpvotenh,20,trump,pos
39398,carlyendorsescruz,20,cruz,
39403,juliechristie,20,christie,
39404,babies4bernie,20,bern,pos
39406,berniedirtytricks,20,bern,
39411,trumpsalute,20,trump,
39415,bernietrain,20,bern,pos
39418,cruzmissiles,20,cruz,
39438,cruzrubioalliance,20,rubio,
39447,berniebrosbingo,20,bern,
39449,sanderscampaign,20,sanders,
39452,hardballwithsanders,20,sanders,
39454,presidentrubio,20,rubio,
39456,thankyoubern,20,bern,
39457,weedorsebernie,20,bern,
39469,enoughtrump,20,trump,
39475,amnestyboyrubio,20,rubio,
39483,donewithtrump,20,trump,
39497,trumptroopers,20,trump,
39506,ihatehillary,20,hillary,
39507,trumppainting,20,trump,
39528,donate2sanders,20,sanders,
39529,hillary_unacceptable_pos,20,hillary,
39530,starkfortrump,20,trump,pos
39536,dirtytrickscruz,20,cruz,
39547,bernami,20,bern,
39548,snlbernie,20,bern,
39557,hillaryisreadyondayone,20,hillary,
39558,trumppuppets,20,trump,
39562,artistfortrump,20,trump,pos
39577,flickcruz,20,cruz,
39584,sandersmccartney2016,20,sanders,pos
39593,michiganberns,20,bern,
39609,stumpspeechbernie,20,bern,
39620,trumpee,20,trump,
39629,vaforhillary,20,hillary,pos
39632,trumpmiracles,20,trump,
39635,hillaryourpotus,20,hillary,
39639,dontgetscruzed,20,cruz,
39647,slimycruz,20,cruz,
39658,berniegetsthingsdone,20,bern,
39668,hillaryforfl,20,hillary,pos
39678,notrumpnogop,20,trump,neg
39680,trumpacrostic,20,trump,
39692,hillarysoshady,20,hillary,
39696,hillarysonegative,20,hillary,
39698,trumpbringingjobsback,20,trump,
39704,floridians4trump,20,trump,pos
39710,trumplosesiowa,20,trump,
39711,showupforbernie,20,bern,pos
39712,berniel8totheparty,20,bern,
39713,trumpfakeconservative,20,trump,
39729,berniestong,20,bern,
39751,bernieswag,20,bern,
39753,retirerubio,20,rubio,
39757,arresttheclintons,20,clinton,
39761,trumpnotconservative,20,trump,neg
39770,supportcruz,20,cruz,
39775,berninginhell,20,bern,
39778,gobernie2016,20,bern,pos
39785,hereforthebern,20,bern,pos
39808,dirtyhillary,20,hillary,
39812,mothersfortrump,20,trump,pos
39827,retrumplicanparty,20,trump,
39838,neo4bernie,20,bern,pos
39847,noclasscruz,20,cruz,
39868,bernedbrains,20,bern,
39870,texansagainstcruz,20,cruz,
39873,berndownthednc,20,bern,
39875,trumpforce,20,trump,pos
39877,gokasich,20,kasich,
39883,hillarywallstlies,20,hillary,
39884,nomorebushesorclintons,20,bush,
39889,bernievoters,20,bern,pos
39895,idratherberninhell,20,bern,
39901,nominatetrump,20,trump,
39906,bruizecruz,20,cruz,
39910,goteamhillary,20,hillary,pos
39928,rubiochokeartist,20,rubio,
39933,trumpwarrior,20,trump,
39943,whatthetrump,20,trump,
39948,blackforbernie,20,bern,pos
39952,greenvillefortrump,20,trump,pos
39978,readyforrubio,19,rubio,pos
39981,hillaryclintoncampaign,19,clinton,
40006,oh4rubio,19,rubio,pos
40008,liarliarcruz,19,cruz,
40013,sc4sanders,19,sanders,pos
40014,carsonsuspendingcampaign,19,carson,
40018,bernieforoklahoma,19,bern,pos
40028,quevivaberniesanderselproximopresidentedeloseeuu,19,sanders,
40053,trumptrumptrumptrumptrump,19,trump,
40055,trumpalumpa,19,trump,
40056,tiredoftrump,19,trump,
40073,giveemhellbernie,19,bern,
40075,hillaryisww3,19,hillary,
40087,feelingthebern2016,19,bern,pos
40096,establishmenttrump,19,trump,
40097,rentboyrubio,19,rubio,
40110,bernievswallsstreet,19,bern,
40139,saintbernie,19,bern,
40141,cruzintonewhampshire,19,cruz,
40147,cybernews,19,bern,
40148,rubiomicrosoftfraud,19,rubio,neg
40153,phonebankingforbernie,19,bern,pos
40155,votersfortrumpad,19,trump,pos
40158,bernieinpor,19,bern,
40167,tx4rubio,19,rubio,pos
40168,wearesickofhillary,19,hillary,
40195,nobodybutcruz,19,cruz,
40214,bernnation,19,bern,
40223,nothillaryforpresident,19,hillary,neg
40231,colleges4bernie,19,bern,pos
40239,cruzvstrump,19,cruz,
40257,registerthebern,19,bern,
40275,trumpuniversitycourses,19,trump,
40280,trumpreasons,19,trump,
40287,cruzsurge,19,cruz,
40288,raphaelcruz,19,cruz,
40291,clintonforeignpolicy,19,clinton,pos
40300,mitttrumptaxshysters,19,trump,
40309,nottrumptho2016,19,trump,neg
40327,flippinpurplehillary,19,hillary,
40330,disingenoushillary,19,hillary,
40339,dumptrumpcruz,19,cruz,neg
40341,lesbians4bernie,19,bern,pos
40347,imestaticabouthillary,19,hillary,
40348,berniegetsit,19,bern,
40369,bump4trump2016,19,trump,pos
40378,poorhillary,19,hillary,
40380,jebawful,19,jeb,
40388,godgunstrump,19,trump,
40390,christchristie,19,christie,
40393,airforcetrump,19,trump,pos
40404,rubio2k16,19,rubio,
40405,greens4bernie,19,bern,pos
40408,trumpiroth,19,trump,
40413,tweetforhillary,19,hillary,pos
40419,takeadumpontrump,19,trump,neg
40426,businessowners4bernie,19,bern,pos
40433,bernfree,19,bern,
40441,womenagainstbernie,19,bern,
40442,byebyechristie,19,christie,
40462,berniebongo,19,bern,
40475,berniebomb,19,bern,
40482,brewthebern,19,bern,
40488,cnntrumpgotcha,19,trump,
40494,donaldtrumpskin,19,trump,
40497,trumpinlou,19,trump,
40498,hillaryhypocrite,19,hillary,
40503,hillarycinton,19,hillary,
40507,dumplyingcruz,19,cruz,neg
40514,trumpisadump,19,trump,neg
40522,missouriforbernie,19,bern,pos
40525,anyonebutrubio,19,rubio,
40526,hillarypushers,19,hillary,
40530,nhforjeb,19,jeb,pos
40535,nomarcovoteinflorida,19,marco,pos
40537,cruzcrud,19,cruz,
40538,trumptruths,19,trump,
40540,savetrump,19,trump,
40544,glenhillaryglenross,19,hillary,
40552,saynotocruz,19,cruz,neg
40556,trumpart,19,trump,
40559,trumptent,19,trump,
40574,rubiotheskunk,19,rubio,
40582,feelingthebernierevolution,19,bern,
40583,bankruptbillionairetrump,19,trump,
40587,itberns,19,bern,
40588,getembernie,19,bern,
40594,hillaryclinton4president,19,clinton,pos
40595,hillaryfirsteveryoneelsesecond,19,hillary,
40599,roborubioridesagain,19,rubio,
40607,jesusfeelsthebern,19,bern,
40608,hypocritecruz,19,cruz,
40621,byebyejeb,19,jeb,
40624,pumped4trump,19,trump,pos
40634,trolltrump,19,trump,
40637,rubiosweatstomuch,19,rubio,
40639,trumphypocrisy,19,trump,
40640,theclintonswaronwomen,19,clinton,
40644,trumpbama,19,trump,
40646,iowaberning,19,bern,
40648,nothingeverhurtshillary,19,hillary,neg
40652,gohomehillary,19,hillary,
40653,trumpselffunding,19,trump,
40660,votenotrump,19,trump,neg
40691,berndout,19,bern,
40702,brunchwithbernie,19,bern,
40705,idformarco,19,marco,pos
40707,madoffberniemadoff,19,bern,
40711,iwillnotvoteforhillary,19,hillary,neg
40716,votehillaryselfie,19,hillary,pos
40730,knowrubionorubio,19,rubio,
40750,donaldtrumpisaphony,19,trump,
40771,weareallbernie,19,bern,
40775,hillaryswaronwomen,19,hillary,
40783,berniesplan,19,bern,
40791,kansas4cruz,19,cruz,pos
40801,imnotberniebro,19,bern,neg
40802,nevertrumpsters,19,trump,neg
40806,hillarycllinton,19,hillary,
40819,marcomania,19,marco,
40824,yosoybernie,19,bern,
40827,letsgobernie,19,bern,
40841,berntup,19,bern,
40842,trumpforprison,19,trump,neg
40849,ohiofortrump2016,19,trump,pos
40853,whybeatrounddabush,19,bush,
40859,iowabern,19,bern,
40864,herrtrump,19,trump,
40873,ohforhillary,19,hillary,pos
40878,arresttrump,19,trump,
40881,consistentcruz,19,cruz,
40884,wfp4bern,19,bern,pos
40890,berniewinsnh,19,bern,pos
40898,anchorbabyrubio,19,rubio,
40905,ohio4hillary,19,hillary,pos
40910,feeltheberniescandals,19,bern,
40911,donaldtrumpwanttobanghisdaughter,19,trump,
40912,suckersfortrump,19,trump,pos
40922,bernieinspires,19,bern,
40928,trumpugrad,19,trump,
40931,notreadyrubio,19,rubio,neg
40942,getpumpedfortrump,19,trump,pos
40945,berni32016,19,bern,pos
40946,votefortrumpisavoteforvets,19,trump,pos
40959,notmarcorubio,19,rubio,neg
40964,americawantstrump,19,trump,
40974,weendrosebernie,19,bern,
40976,bernieselfie,19,bern,
40985,nhvotebernie,19,bern,pos
41001,trumpoverload,19,trump,
41006,berniesanderstrapanthem,19,sanders,
41008,tyranttrump,19,trump,
41017,sleazytedcruz,19,cruz,
41027,trumptodc,19,trump,
41038,donothingbernie,19,bern,neg
41044,tx4trump2016,19,trump,pos
41050,marcolovespenis,19,marco,pos
41051,thingsitrustmorethanclinton,19,clinton,
41056,lightweighrubio,19,rubio,
41073,senatorclinton,19,clinton,
41079,classlesscruz,19,cruz,
41090,fl4rubio,19,rubio,pos
41096,trumpsarurdays,19,trump,
41097,bigotedracisttrump,19,trump,
41103,talentedtrump,19,trump,
41117,donate2bernie,19,bern,
41121,ivotedforhillary,19,hillary,pos
41122,trumpeteer,19,trump,
41125,trumpwaikiki,19,trump,
41132,inthetankforhillary,19,hillary,pos
41135,causus4trump,19,trump,pos
41144,berniebucks,19,bern,
41152,trumptakedown,19,trump,
41153,notbush,19,bush,neg
41157,nowvotecruz,19,cruz,pos
41177,jbush2016,19,bush,pos
41187,bernieplease,19,bern,
41192,cruzisntlyingfolks,19,cruz,
41202,trump4nh,19,trump,pos
41217,sleazecruz,19,cruz,
41218,blackmomsagainsthillary,19,hillary,
41220,trumpcollapse,19,trump,
41225,sandersvstrump,19,sanders,
41231,trumpite,19,trump,
41251,boughthillary,19,hillary,
41256,beepbooptrumpbadbeep,19,trump,
41257,gayrubio,19,rubio,
41261,droolsforbernie,19,bern,pos
41287,redstate4bernie,18,bern,pos
41304,berniemarch,18,bern,
41329,cruzcreep,18,cruz,
41330,shapriocruz2016,18,cruz,pos
41331,trumpfailed,18,trump,
41334,pumpedtrump,18,trump,
41369,trumpcrats,18,trump,
41377,cruzisafraud,18,cruz,neg
41380,trumpsavillian,18,trump,
41383,nevercrubio,18,rubio,neg
41387,trumpfailures,18,trump,
41388,hillarysserver,18,hillary,
41404,ladiesfortrump,18,trump,pos
41415,bernthewhitehouse,18,bern,
41425,thankyoumrcruz,18,cruz,
41439,carsongatecoverup,18,carson,neg
41441,marcorubiolies,18,rubio,
41463,trumpbnw,18,trump,
41470,tyrantrump,18,trump,
41480,dontgettrumped,18,trump,
41497,txteamtrump,18,trump,pos
41501,sentireelbern,18,bern,
41503,barcelonaisbernin,18,bern,
41510,foresttrump,18,trump,pos
41529,hillaryisbought,18,hillary,
41535,berniedoll,18,bern,
41536,cruztainted,18,cruz,
41541,latestclintonscandal,18,clinton,
41558,trumpnewsnetwork,18,trump,
41560,marcofreakingmentum,18,marco,
41564,voldemorttrump,18,trump,
41567,hillary2,18,hillary,
41569,theriseofthebern,18,bern,
41572,trumpamania,18,trump,
41577,bernieforall,18,bern,pos
41581,jedbush,18,bush,
41583,trumpvoterlogic,18,trump,pos
41584,trumpklan,18,trump,
41594,notorubio,18,rubio,neg
41613,canvasforbernie,18,bern,pos
41618,berntrain,18,bern,pos
41620,stillbernin,18,bern,
41621,iowacaucusfortrump,18,trump,pos
41648,dumptrumphumpday,18,trump,neg
41661,extingushthebern,18,bern,
41676,clintontoenglishenglishtoclintondictionary,18,clinton,
41679,carsonpolicy,18,carson,
41690,ndn4bernie,18,bern,pos
41701,cruzcrewcon,18,cruz,pos
41702,operationexposerubio,18,rubio,
41713,jeb4ever,18,jeb,pos
41722,kidrubio,18,rubio,
41723,trumpforamericaanthem,18,trump,pos
41724,teamtedcruz,18,cruz,pos
41727,liarliartrump,18,trump,
41737,cruz2020,18,cruz,
41739,clintonadministration,18,clinton,
41750,maybeitscruzelline,18,cruz,
41751,cruzcreeps,18,cruz,
41752,clintoncrime,18,clinton,
41756,trumpok,18,trump,
41763,clintonswarontruth,18,clinton,
41764,gafortrump,18,trump,pos
41779,rogues4bernie,18,bern,pos
41781,missingrubio,18,rubio,
41793,trumpnowmorethanever,18,trump,neg
41800,rubiotrifecta,18,rubio,
41826,buhbyerubio,18,rubio,
41842,prntrump,18,trump,
41862,trumpfinger,18,trump,
41869,dearbern,18,bern,
41870,trumphole,18,trump,
41883,bernward,18,bern,
41888,trumpuniversitygrad,18,trump,
41893,trumpmi,18,trump,
41910,feelnthebern,18,bern,
