,hashtag,count,candidate,sentiment
56985,tampabayformarco,11,marco,pos
56986,capitalistsforbernie,11,bern,pos
56987,voting4trump_not_the_party,11,trump,neg
56990,imprisonhillary2016,11,hillary,neg
57001,feministforberniesanders,11,sanders,pos
57008,callfortrump,11,trump,pos
57010,welovebernielovesus,11,bern,pos
57011,huckabeestrong,11,huckabee,
57029,bernorburn,11,bern,neg
57041,trump2024,11,trump,pos
57053,sanderssowhite,11,sanders,
57056,drivinmisshillarycrazy,11,hillary,
57057,cruzinks,11,cruz,
57065,hillaryanddiana,11,hillary,
57066,takeatrump,11,trump,
57070,marchingforbernie,11,bern,pos
57075,bernieisberntout,11,bern,
57100,cruznottrump2016,11,cruz,neg
57103,billionaires4hillary,11,hillary,pos
57109,trumpdelendaest,11,trump,
57117,berntshirt,11,bern,
57123,banhillary,11,hillary,
57126,teammarcopa,11,marco,pos
57133,saveusbernie,11,bern,
57135,whentrumpiselected,11,trump,
57137,trumplib,11,trump,
57148,cheat2wincruz,11,cruz,pos
57149,waronbernie,11,bern,
57154,dems4bernie,11,bern,pos
57160,thinkbeforeyouhillary,11,hillary,pos
57164,writeinhillary,11,hillary,
57177,5millionberners,11,bern,
57182,babyfingerstrump,11,trump,
57223,hiilaryclinton,11,clinton,
57230,rubotrubio,11,rubio,
57242,itsbernie,11,bern,
57288,bushjeb,11,bush,
57307,berniefornursinghome,11,bern,pos
57315,grandmothersforbernie,11,bern,pos
57324,onlydonaldtrumpwilldoforpresident2016,11,trump,pos
57326,bernwagon,11,bern,
57328,berniedebate,11,bern,
57329,trumpception,11,trump,
57335,trumpincbus,11,trump,
57340,berniebromyth,11,bern,
57344,finlandforbernie,11,bern,pos
57347,trumpsconstantlychangingviews,11,trump,
57353,prison4hillary2016,11,hillary,neg
57358,donaldtrumpisashithead,11,trump,
57360,hillarywasn,11,hillary,
57365,whereschristie,11,christie,
57380,gobernyourself,11,bern,
57387,feelthebernbitch,11,bern,
57389,jewsforhillary,11,hillary,pos
57390,hillarycountry,11,hillary,
57412,ohhellnohillary,11,hillary,
57415,hillaryshame,11,hillary,
57442,christiebrooks,11,christie,
57457,chrischristieface,11,christie,
57461,codeblueteamjeb,11,jeb,pos
57465,marcolepsy,11,marco,
57467,gohomecruz,11,cruz,
57469,trumpire,11,trump,
57480,dcheelsforhillary,11,hillary,pos
57484,jesustrumptheapprentice,11,trump,
57505,berniesupporterssowhite,11,bern,
57519,scberning,11,bern,
57526,biggovpelosilovintrump,11,trump,
57530,thepeoplevhillary,11,hillary,
57531,bernieincle,11,bern,
57533,countcruzula,11,cruz,
57537,trumphasballs,11,trump,
57538,feelbern,11,bern,
57540,bernieblueout,11,bern,
57550,berniestimehascome,11,bern,
57551,conservativecruz,11,cruz,
57563,christieknowsnothing,11,christie,neg
57568,clintonlegacy,11,clinton,
57572,cruzhiding,11,cruz,
57583,trumpbullying,11,trump,
57586,stillberning,11,bern,
57587,stillvotingtrump16,11,trump,
57593,tourdetrump,11,trump,
57605,electcruz,11,cruz,
57609,trumpisdabest,11,trump,
57612,republicansforberniecensored,11,bern,pos
57617,trumpgopdebate,11,trump,
57618,grannyhillary,11,hillary,
57622,trumpish,11,trump,
57626,kasich2012,11,kasich,
57629,nazisfortrump,11,trump,pos
57630,billandhillary,11,hillary,
57631,trumpthumped,11,trump,
57640,effyouchristie,11,christie,
57655,berniehypocrisy,11,bern,
57656,dumpthatchumptrump,11,trump,neg
57666,ifhillaryisnotindicted,11,hillary,neg
57688,cruzchristians,11,cruz,
57692,berniewantsmoredebates,11,bern,
57693,whichhillaryclinton,11,clinton,
57694,berniesandersfolkalbum,11,sanders,
57700,berndownthetent,11,bern,
57710,trumpetstrumpdrumpf,11,trump,neg
57717,stopcruznow,11,cruz,neg
57738,supertuesdayforbernie,11,bern,pos
57750,tedcruzexposed,11,cruz,
57765,whitebernie,11,bern,
57766,rubiocomeback,11,rubio,
57773,cruz2canada,11,cruz,
57781,cruzwillwin,11,cruz,pos
57784,fighttrumpfightclvb,11,trump,
57789,in4trump,11,trump,pos
57795,conservativecarsoncrew,11,carson,pos
57796,trumpsharesmyvalues,11,trump,
57802,trumpstunt,11,trump,
57810,cantstoptrump,11,trump,neg
57818,trumpornewworldorder,11,trump,
57822,moforhillary,11,hillary,pos
57828,cruzfalseprophet,11,cruz,
57843,feelthebern16,11,bern,
57853,dearbernie,11,bern,
57859,cruzmanofgod,11,cruz,
57862,chrischristies,11,christie,
57869,authenticityberns,11,bern,
57871,hillarystreet,11,hillary,
57882,deathbyhillary,11,hillary,
57883,sorosnotfeelingthebern,11,bern,neg
57899,rejctrubio,11,rubio,
57901,dupmtrump,11,trump,
57908,trumpdubuque,11,trump,
57927,berniewave,11,bern,
57939,marcofraud,11,marco,neg
57955,caucusforbern,11,bern,pos
57977,bernieaustin,11,bern,
57978,jebexcuses,11,jeb,
57983,berniescult,11,bern,
57984,latinosagainsttrump,11,trump,
58000,bernietranslator,11,bern,
58003,trumpcannotbetusted,11,trump,neg
58017,standfortrump,11,trump,pos
58021,revolutionbernie,11,bern,
58025,cruzwasinnocent,11,cruz,
58028,cruzembarrassingmoments,11,cruz,
58033,helpmehillary,11,hillary,
58037,trumpwwe,11,trump,
58045,bernievotersrgopshills,11,bern,pos
58048,hillaryclintonpresident,11,clinton,
58062,bruthas4bernie,11,bern,pos
58089,berniefamily,11,bern,
58096,rubiomney,11,rubio,
58102,bestreasonstovoteforsanders,11,sanders,pos
58111,berniewinsagain,11,bern,pos
58113,corgirubio,11,rubio,
58124,bernierorbust,11,bern,
58128,burning4bernie,11,bern,neg
58145,johnkasichsorryfor39,11,kasich,pos
58147,imperialists4bernie,11,bern,pos
58158,bernsanders,11,sanders,
58162,sandersvsdnc,11,sanders,
58168,trumpidiots,11,trump,neg
58180,kkkclinton,11,clinton,
58184,clintonisestablishment,11,clinton,
58186,mariconmarco,11,marco,
58190,hillarythecheat,11,hillary,
58196,youngpersonforcruz,11,cruz,pos
58198,kimjungtrump,11,trump,
58204,florida4cruz,11,cruz,pos
58207,bernierunsondunkin,11,bern,
58209,chinesefortrump,11,trump,pos
58213,cruztohell,11,cruz,
58217,tedcruzhealthinsurace,11,cruz,
58219,neverjeb,11,jeb,neg
58228,rubioforpotus,11,rubio,pos
58236,trumpalooza,11,trump,
58243,protesttrumpatucf,11,trump,
58254,trumpslifematters,11,trump,
58259,bsbernie,11,bern,
58264,donttrustrubio,11,rubio,
58267,bernieinmu,11,bern,
58291,bernthugs,11,bern,
58294,iftrumpgetselected,11,trump,
58297,bernieismyhero,11,bern,
58315,trumpthedump,11,trump,neg
58318,berniemovement,11,bern,
58327,bushite,11,bush,
58328,prosecutehillarynow,11,hillary,
58337,littlemarcolies,11,marco,
58345,crapweaselcruz,11,cruz,
58359,sleazymarco,11,marco,
58380,sandersmediablackout,11,sanders,
58390,marcomentom,11,marco,
58405,bernbright,11,bern,
58411,cruzgoob,11,cruz,
58423,trumpthunder,11,trump,
58447,cashforclinton,11,clinton,pos
58480,sandershbcutour,11,sanders,
58498,silencingsanders,11,sanders,
58524,trumpblacha16,11,trump,
58538,trumpfavoritism,11,trump,
58550,rubiochokes,11,rubio,
58554,hellohillary,11,hillary,
58558,trumpening,11,trump,
58568,berniestas,11,bern,
58577,trumpfirstlines,11,trump,
58578,hillaryforthewin,11,hillary,pos
58586,feeltherugbern,11,bern,
58589,twowordcruz,11,cruz,
58591,clintoncountfraud,11,clinton,neg
58599,soros4sanders,11,sanders,pos
58617,feel_the_bern,11,bern,
58619,trump4trump,11,trump,pos
58627,standingforhillary,11,hillary,pos
58629,berniefans,11,bern,
58631,sickofthebern,11,bern,
58637,berniebreakstheinternet,11,bern,
58638,exithillary,11,hillary,
58640,cruzsleazylies,11,cruz,
58644,clintoniowa,11,clinton,
58646,cxo4rubio,11,rubio,pos
58649,tedcruzboogereater,11,cruz,
58657,myvote4trump,11,trump,pos
58660,cruziniowa,11,cruz,
58661,hillarynationrepresent,11,hillary,
58676,bikersforbernie,11,bern,pos
58680,hillarytranscripts,11,hillary,
58681,trumpputin2016,11,trump,pos
58686,trumpslapped,11,trump,
58706,helpfindbernie,11,bern,
58707,phillythebernie,11,bern,
58709,americanotwithhillary,11,hillary,neg
58714,moretrumplies,11,trump,
58716,evangelicals4trump,11,trump,pos
58717,trumpthedictator,11,trump,
58718,clintontrump2016,11,trump,pos
58721,trumpperon2016,11,trump,pos
58723,trumpunitedstates,11,trump,pos
58729,trumpfartsbutter,11,trump,
58732,jebisburnt,11,jeb,neg
58737,hillaryjedimindtrick,11,hillary,
58759,prayforjeb,11,jeb,pos
58768,berningforlove,11,bern,pos
58776,whenberniewins,11,bern,pos
58779,bill_clinton,11,clinton,
58791,va4rubio,11,rubio,pos
58796,halfmastflagsintrumpville,11,trump,
58814,bottomforbernie,11,bern,pos
58827,hillaryclintonisawarcriminal,11,clinton,
58851,feeltheoriginalbern,11,bern,
58854,crookedhillary,11,hillary,
58855,trumpedia,11,trump,
58867,verterans4bernie,11,bern,pos
58874,cruzestablishment,11,cruz,
58881,hillaryprinciple,11,hillary,
58884,debatetrump,11,trump,
58890,kkkhillary,11,hillary,
58903,duimptrump,11,trump,
58904,trumpsuckstoo,11,trump,
58905,ivotedcruz,11,cruz,pos
58908,independents4trump,11,trump,pos
58930,godblessdonaldtrump,11,trump,
58935,trumprepublican,11,trump,
58938,hillsboroughformarco,11,marco,pos
58939,erniesanders,11,sanders,
58945,chicanosforbernie,11,bern,pos
58948,berniegvsu,11,bern,
58953,saforhillary,11,hillary,pos
58956,getberniefied,11,bern,
58965,northcarolina4trump,11,trump,pos
58994,rubioschumer,11,rubio,
59002,berniesands,11,bern,
59003,trumpdictator,11,trump,
59011,dumpedtrump,11,trump,neg
59027,trumpsabully,11,trump,
59030,rubiopuppet,11,rubio,
59034,berniesppl,11,bern,
59039,weneedtrumpbecause,11,trump,
59061,youngwomenforbernie,11,bern,pos
59062,caroline_cruz,11,cruz,
59070,hillaryaccomplishments,11,hillary,
59098,creepytrump,11,trump,neg
59110,columbiafortrump,11,trump,pos
59114,anothercruzfail,11,cruz,neg
59116,isiswillplaytrumpcard,11,trump,
59120,jebstablishment,11,jeb,
59125,maineisberning,11,bern,
59131,canyousaymullahcruz,11,cruz,
59138,irishforbernie,11,bern,pos
59141,ujustgottrumped,11,trump,
59151,marcorubioisthe,11,rubio,
59154,deletetedcruz,11,cruz,
59187,berniecough,11,bern,
59198,trumpcanfixit,11,trump,
59206,flismarcocountry,11,marco,
59212,sandersfacts,11,sanders,
59216,trumpphenomena,11,trump,
59223,berniewarren2016,11,bern,pos
59224,alwaysberniesanders,11,sanders,
59236,shadytrumpbrands,11,trump,
59254,donaldjtrumpfoundation,11,trump,
59264,trumpgenius,11,trump,
59268,berniebrofacts,11,bern,
59274,trumpbuttkisser,11,trump,
59295,trumpaid,11,trump,
59297,angrygenxwomenforbernie,11,bern,pos
59298,trumpsorosricolawsuit,11,trump,
59330,sayno2cruz,11,cruz,
59342,trumpwillwinohio,11,trump,pos
59358,trustintrump,11,trump,
59361,suetrump,11,trump,
59367,hillarylistens,11,hillary,
59375,strongamebernie,11,bern,
59381,piggybackinonbernieagain,11,bern,
59391,hashtags4bernie,11,bern,pos
59404,cruzcreworangecounty,11,cruz,pos
59410,sandersvtrump,11,sanders,
59419,rubiorube,11,rubio,
59425,hispanicsforhillary,11,hillary,pos
59427,tourettestrump,11,trump,
59451,sanderssisterhood,11,sanders,
59463,bernieliveswithus,11,bern,
59464,sentirelberna,11,bern,
59467,trumpvalentines,11,trump,
59468,wethepeoplewantbernie,11,bern,
59475,feelthepkbern,11,bern,
59485,dumptrumpf,11,trump,neg
59486,gaformarco,11,marco,pos
59504,trumpwinsbig,11,trump,pos
59518,berniefightsthegoodfight,11,bern,
59519,comeonbernie,11,bern,
59522,trumpisliberal,11,trump,
59528,ny4hillary,11,hillary,pos
59542,liarbernie,11,bern,
59543,trumplion,11,trump,
59545,grassroots4bernie,11,bern,pos
59547,mississipiberning,11,bern,
59556,proudtrumpkin,11,trump,
59559,rubioliesmatter,11,rubio,
59561,thetrumpshow,11,trump,
59573,marcocanwin,11,marco,pos
59580,trumpceiling,11,trump,
59590,gopconvertedtrump,11,trump,
59603,impeachhillary,11,hillary,
59606,christiancruz,11,cruz,
59629,bernieonthisday,11,bern,
59632,berniesurprise,11,bern,
59639,golovevotetrump,11,trump,pos
59651,suemetrump,11,trump,
59653,wethebern,11,bern,
59666,bernieretiresrich,11,bern,
59670,oneissueunicornbernie,11,bern,
59672,berniealreadysaidit,11,bern,
59679,snaketedcruzisobama2,11,cruz,
59689,nhprimaryfortrump,11,trump,pos
59714,babesfortrump,11,trump,pos
59722,janesandersforflotus,11,sanders,pos
59727,berniemev,11,bern,
59732,carsonquittergate,11,carson,neg
59740,censorbernie,11,bern,
59749,extrump,11,trump,
59750,justsaynotorubio,11,rubio,neg
59753,berniesandersrally,11,sanders,
59756,conservatives4bernie,11,bern,pos
59769,trumptan,11,trump,
59781,bernielovescorporations,11,bern,pos
59784,sandersforpotus,11,sanders,pos
59790,trumptydance,11,trump,
59793,rocketbackup4trump,11,trump,pos
59797,trumpisking,11,trump,
59811,donaldtrumptweetwatch,11,trump,
59832,trumpmeme,11,trump,
59834,truthhurtstrump,11,trump,
59847,cruzinga,11,cruz,
59851,thingsyoulearnattrumpuniversity,11,trump,
59852,weareberners,11,bern,
59860,lilmantrump,11,trump,
59862,callstrumpcrazy,11,trump,
59863,grandmas4bernie,11,bern,pos
59868,louisvilleyouthagainsttrump,11,trump,
59869,berniesop,11,bern,
59875,proudtrumpsupporter,11,trump,
59876,hilleryclinton,11,clinton,
59890,cruzisworse,11,cruz,
59910,hillaryclnton,11,hillary,
59915,trumpballotbox,11,trump,
59918,smokersfortrump,11,trump,pos
59921,stopfascisttrump,11,trump,neg
59927,fuckyouhillary,11,hillary,
59938,pleasenotrump,11,trump,neg
59943,berniewitness,11,bern,
59962,stopbernieblackout,11,bern,neg
59969,hillarynotelectable,11,hillary,neg
59973,qsfortrump,11,trump,pos
59977,hillarypoorjudgment,11,hillary,
59982,cruzcloneclan,11,cruz,
59986,wedemandtoseecruzssealedcanadausaids,11,cruz,
59997,trumpsheen16,11,trump,
60000,caucasforhillary,11,hillary,pos
60007,hillaryclinton39,11,clinton,
60029,donaldtrumpcampaignstops,11,trump,neg
60035,ilovecruz,11,cruz,pos
60038,georgiafordrbencarson,11,carson,pos
60041,tedcruzfraud,11,cruz,neg
60060,49ersforbernie,10,bern,pos
60068,pesidenttrump,10,trump,
60072,trumpgopdisgrace,10,trump,
60073,trumptrainsnl,10,trump,pos
60078,beatdonaldtrump,10,trump,
60079,donaldtrumplies,10,trump,
60106,whycruzwilllose,10,cruz,
60118,ktpcruz,10,cruz,
60121,beatcruz,10,cruz,
60127,berniefightsforwomen,10,bern,pos
60128,californiasforcruz,10,cruz,pos
60132,pardonhillary,10,hillary,
60134,soundsliketrump,10,trump,
60139,pptrump,10,trump,
60144,itrusttrump,10,trump,
60146,endhillarycharade,10,hillary,
60157,trumpspelling,10,trump,
60174,noshowmarcorubio,10,rubio,
60175,bernieisbest,10,bern,
60181,questions4donaldtrump,10,trump,pos
60182,bernieexposed,10,bern,
60201,bushboytoy,10,bush,
60206,sockittoemtrump,10,trump,
60208,trumpliberals,10,trump,
60218,donaldtrumpspenis,10,trump,
60225,mrtrumpmrtrump,10,trump,
60238,artforbernie,10,bern,pos
60240,backtedcruz,10,cruz,
60243,trumphangover,10,trump,
60244,getonthetrumptrain,10,trump,pos
60264,fohhillary,10,hillary,
60266,votehillary45thpotus,10,hillary,pos
60272,trumpliveslikejesus,10,trump,
60275,trumpfascism,10,trump,
60280,hillary4ks,10,hillary,pos
60283,portlandforbernie,10,bern,pos
60285,trumpisweak,10,trump,
60286,cruztardos,10,cruz,
60291,bernietulsi,10,bern,
60292,yodiesanders,10,sanders,
60306,hillaryshoulddropout,10,hillary,neg
60316,scumbagtrump,10,trump,
60324,trumpisatwat,10,trump,
60340,fallofclintons,10,clinton,
60343,bernieknowsbest2016,10,bern,pos
60347,supertrumptuesady,10,trump,
60348,bernimgforbernie,10,bern,pos
60374,hillarykkk,10,hillary,
60378,inditehillary,10,hillary,
60385,trumpstalemate,10,trump,
60387,any1buttrump,10,trump,
60393,uscforbernie,10,bern,pos
60397,carson16,10,carson,
60401,trumpisvulgar,10,trump,
60402,sanderssupporters,10,sanders,
60404,twitteraccountstrumpreads,10,trump,
60410,laneforbernie,10,bern,pos
60417,trumptopplesfox,10,trump,
60433,popetrump,10,trump,
60436,dishonesthillary,10,hillary,
60442,rubio9000,10,rubio,
60443,teachersforhillary,10,hillary,pos
60450,bushcrimes,10,bush,
60455,trumpattacks,10,trump,
60463,weareberniesmedia,10,bern,
60467,trumpmatters,10,trump,
60476,redbernie,10,bern,
60486,trumpkinexit,10,trump,
60493,rupertsanders,10,sanders,
60498,azafam4hillary,10,hillary,pos
60510,trumpmaine,10,trump,
60514,africanamericans4bernie,10,bern,pos
60516,trumpthrill,10,trump,
60523,bettercandidatethanhillary,10,hillary,
60543,flroidafortrump,10,trump,pos
60544,chump4trump,10,trump,pos
60548,prezcruz,10,cruz,
60553,whicheverhillary,10,hillary,
60556,bushsr,10,bush,
60560,delusionalcruz,10,cruz,
60569,truetrumpgirl,10,trump,
60577,trumpcnn4vets,10,trump,pos
60589,hillary4iowa,10,hillary,pos
60604,trumpmoneybags,10,trump,
60617,bubyetrump,10,trump,
60619,dontdrinkclintonkoolaid,10,clinton,
60625,trumprobot,10,trump,
60630,chicagostudentsforhillary,10,hillary,pos
60644,odioustrump,10,trump,
60657,reaganbush,10,bush,
60673,trumptraini,10,trump,pos
60675,curbyourbernthusiasm,10,bern,
60683,cruzpack,10,cruz,
60700,bernieatuf,10,bern,
60705,schillary,10,hillary,
60714,whyyounofeelthebern,10,bern,
60727,jebeldridge,10,jeb,
60730,berniecat,10,bern,
60731,jebisamess,10,jeb,
60733,idahoforbernie,10,bern,pos
60735,jazzsingerforbernie,10,bern,pos
60739,ducksforbernie,10,bern,neg
60748,pleasestoptrump,10,trump,neg
60758,kasichforamerica,10,kasich,pos
60763,handcuffs4hillary,10,hillary,pos
60775,demsforkasich,10,kasich,pos
60777,hillarywantstobethepresidentandshesafelon,10,hillary,
60782,bernbey2016,10,bern,pos
60784,trumpmaga,10,trump,
60791,bernabroad,10,bern,
60813,nurses4hillary,10,hillary,pos
60815,blackfolksvoting4hillary,10,hillary,pos
60819,bernieslittlebrother,10,bern,
60828,rubioeatsbabies,10,rubio,
60839,morerubiolies,10,rubio,
60843,trumpsaveus,10,trump,
60854,earthforbernie,10,bern,pos
60856,njforbernie,10,bern,pos
60870,evilcruz,10,cruz,
60880,loyaltotrump,10,trump,
60886,vivalatrump,10,trump,
60890,1229bernie,10,bern,
60893,thankubernie,10,bern,
60912,cruz201,10,cruz,
60922,feenthebern,10,bern,
60932,hillaryforameric,10,hillary,pos
60933,cruzrubiosleaze,10,rubio,
60950,trumpscabinet,10,trump,
60956,dreamersfortrump,10,trump,pos
60960,iloveberniesanders,10,sanders,pos
60970,bernittotheground,10,bern,
60977,trumpsexism,10,trump,
60982,bernienotsoprogressive,10,bern,neg
60985,fbivshillary,10,hillary,
60995,wearethemediaforbernie,10,bern,pos
61011,bernflu,10,bern,
61013,fellingthebern,10,bern,
61037,sandersmedicalrecord,10,sanders,
61043,trumpmissles,10,trump,
61048,bernd,10,bern,
61057,cybernazis,10,bern,
61059,alwaysvotetrump,10,trump,pos
61060,malaniatrump,10,trump,
61061,hillarytrivia,10,hillary,
61065,notdonaldtrump,10,trump,neg
61068,rubioromeoflipflop,10,rubio,
61083,jebb,10,jeb,
61086,marchforbernieboston,10,bern,pos
61088,nooneisfeelingthebernatpolls,10,bern,
61093,trump4prez2016,10,trump,pos
61116,cruziseligible,10,cruz,
61123,trumplikesnickelback,10,trump,
61124,cruzlipbooger,10,cruz,
61125,agathachristietheabcmurders,10,christie,
61130,hillaryforsupermax,10,hillary,pos
61136,adiosmarco,10,marco,
61148,definitelytrump,10,trump,
61159,romneyrubio2016,10,rubio,pos
61205,cruzconservatarianism,10,cruz,
61239,rubiobendonlies,10,rubio,
61242,bushadministration,10,bush,
61249,cruzwest2016,10,cruz,pos
61254,letsunitewithtrump,10,trump,pos
61269,shadytrump,10,trump,
61292,trumptoronto,10,trump,
61295,nevertrumptrump,10,trump,neg
61297,herecomesthebern,10,bern,
61321,tedcruztovictory,10,cruz,pos
61327,dontwanttrump,10,trump,
61344,trumpstinyhands,10,trump,
61349,cantaffordbernie,10,bern,pos
61359,truthstopstrump,10,trump,neg
61367,sandersprogram,10,sanders,
61370,feelgthebern,10,bern,
61373,eltrumpo,10,trump,
61378,nhvictory4bernie,10,bern,pos
61379,cruzmanoffaith,10,cruz,
61384,bernienewsroundup,10,bern,
61385,tampaforhillary,10,hillary,pos
61389,quitnowrubio,10,rubio,
61398,trumptactics,10,trump,
61402,trumpunvetted,10,trump,
61418,clintonvssanders,10,sanders,
61450,oldmanbernie,10,bern,
61456,bernieforhumans,10,bern,pos
61465,bernierallytampa,10,bern,
61473,teammarcorubio,10,rubio,pos
61479,trumpisadouchebag,10,trump,
61484,cruz2015,10,cruz,
61485,vivalahillary,10,hillary,
61501,trumpcabinetpicks,10,trump,
61507,votetrumpca,10,trump,pos
61510,marcosolo,10,marco,
61527,poopontrump,10,trump,
61531,howpatheticistedcruz,10,cruz,neg
61537,trumppower,10,trump,
61543,voldetrump,10,trump,
61552,cruzcrushestrump,10,cruz,
61553,berntheestablishmentdown,10,bern,
61561,dothesanders,10,sanders,
61570,trumpdumps,10,trump,neg
61578,indictehillary,10,hillary,
61591,trumpfanboys,10,trump,
61593,donaldtrumpnh,10,trump,
61594,trumpwhines,10,trump,
61596,needtrumpnow,10,trump,
61597,stuckwithtrump,10,trump,
61603,trumpprinciples,10,trump,
61606,colonelberniesanders,10,sanders,
61610,candycarson,10,carson,
61632,berninglessons,10,bern,
61634,whiningforbernie,10,bern,pos
61635,trump1916,10,trump,
61639,cruzortrump,10,cruz,
61646,bernie4michigan,10,bern,pos
61649,tedcruzministries,10,cruz,
61656,siegheiltrump,10,trump,
61664,turntupforhillary,10,hillary,pos
61666,robochristie,10,christie,
61681,marcoinnh,10,marco,
61698,volunteer4bernie,10,bern,pos
61713,teambush,10,bush,pos
61715,crushtrump,10,trump,
61722,bushsandersnraimmunizationlaw,10,bush,
